lcl|Chlorocebus_sabaeus_CM001969.1_1068306_1070258_-1_972   17
lcl|Chlorocebus_sabaeus_CM001945.1_31202841_31208135_-1_1684   5
lcl|Chlorocebus_sabaeus_CM001945.1_30746943_30753331_-1_1801   8
lcl|Chlorocebus_sabaeus_CM001969.1_1114326_1122154_-1_5601   1
lcl|Chlorocebus_sabaeus_CM001941.1_59246627_59268820_-1_13115   7
lcl|Chlorocebus_sabaeus_CM001963.1_96035030_96035565_1_225   5
lcl|Chlorocebus_sabaeus_CM001945.1_30318771_30324493_1_2820   25
lcl|Chlorocebus_sabaeus_CM001957.1_20872313_20872979_1_130   5
lcl|Chlorocebus_sabaeus_CM001945.1_30381653_30385198_-1_2176   1
lcl|Chlorocebus_sabaeus_CM001962.1_1065217_1067342_1_1293   12
lcl|Chlorocebus_sabaeus_CM001945.1_30372508_30379661_-1_3534   1
lcl|Chlorocebus_sabaeus_CM001945.1_29238969_29243242_1_664   7
lcl|Chlorocebus_sabaeus_CM001943.1_44390168_44397010_1_6335   9
lcl|Chlorocebus_sabaeus_CM001948.1_42677146_42679334_-1_1826   5
lcl|Chlorocebus_sabaeus_CM001944.1_46486614_46493343_1_1664   1
lcl|Chlorocebus_sabaeus_CM001944.1_44951674_44968177_1_9478   1
lcl|Chlorocebus_sabaeus_CM001944.1_46536240_46539919_1_2292   1
lcl|Chlorocebus_sabaeus_CM001945.1_29224313_29236352_1_3133   1
lcl|Chlorocebus_sabaeus_CM001955.1_19348478_19349128_1_125   31
lcl|Chlorocebus_sabaeus_CM001953.1_15745453_15746061_-1_303   17
lcl|Chlorocebus_sabaeus_CM001948.1_41423330_41423804_1_110   28
lcl|Chlorocebus_sabaeus_CM001953.1_15556008_15561491_1_4146   12
lcl|Chlorocebus_sabaeus_CM001943.1_43345676_43347412_1_572   7
lcl|Chlorocebus_sabaeus_CM001944.1_44766222_44775388_1_148   7
lcl|Chlorocebus_sabaeus_CM001941.1_60718350_60719613_1_771   32
lcl|Chlorocebus_sabaeus_CM001945.1_30830804_30833663_1_1155   1
lcl|Chlorocebus_sabaeus_CM001948.1_41285668_41289854_1_795   16
lcl|Chlorocebus_sabaeus_CM001941.1_59282692_59286555_-1_3198   8
lcl|Chlorocebus_sabaeus_CM001969.1_1032966_1034192_-1_401   17
lcl|Chlorocebus_sabaeus_CM001962.1_1079166_1081816_1_1959   33
lcl|Chlorocebus_sabaeus_CM001944.1_44927708_44932072_1_643   7
lcl|Chlorocebus_sabaeus_CM001954.1_27439445_27442489_-1_2380   9
lcl|Chlorocebus_sabaeus_CM001956.1_26381471_26387895_-1_3877   26
lcl|Chlorocebus_sabaeus_CM001945.1_30670875_30678377_-1_1170   7
lcl|Chlorocebus_sabaeus_CM001944.1_46461468_46470736_1_4987   1
lcl|Chlorocebus_sabaeus_CM001941.1_59304740_59315131_1_9560   23
lcl|Chlorocebus_sabaeus_CM001944.1_44678717_44689661_1_8530   1
lcl|Chlorocebus_sabaeus_CM001944.1_46254603_46255588_1_809   1
lcl|Chlorocebus_sabaeus_CM001941.1_59180586_59186016_1_1175   1
lcl|Chlorocebus_sabaeus_CM001941.1_59300544_59304194_1_2472   33
lcl|Chlorocebus_sabaeus_CM001947.1_16831044_16833737_-1_490   2
lcl|Chlorocebus_sabaeus_CM001948.1_41421868_41422684_1_315   18
lcl|Chlorocebus_sabaeus_CM001947.1_16837611_16844179_-1_274   6
lcl|Chlorocebus_sabaeus_CM001962.1_1112189_1118418_-1_904   33
lcl|Chlorocebus_sabaeus_CM001946.1_22709428_22712326_-1_288   5
lcl|Chlorocebus_sabaeus_CM001941.1_59361658_59364136_1_1640   11
lcl|Chlorocebus_sabaeus_CM001966.1_1059904_1060732_-1_298   17
lcl|Chlorocebus_sabaeus_CM001945.1_29199281_29206817_1_5291   7
lcl|Chlorocebus_sabaeus_CM001945.1_30913109_30914644_1_998   7
lcl|Chlorocebus_sabaeus_CM001955.1_19350010_19351525_1_981   17
lcl|Chlorocebus_sabaeus_CM001945.1_31418398_31423731_-1_2769   5
lcl|Chlorocebus_sabaeus_CM001941.1_59410601_59411852_1_931   6
lcl|Chlorocebus_sabaeus_CM001945.1_30975495_30980260_1_3883   7
lcl|Chlorocebus_sabaeus_CM001944.1_44932174_44938656_1_4104   8
lcl|Chlorocebus_sabaeus_CM001944.1_46317481_46326316_1_6632   12
lcl|Chlorocebus_sabaeus_CM001954.1_26407547_26419299_-1_2119   25
lcl|Chlorocebus_sabaeus_CM001945.1_29281936_29290275_1_2922   6
lcl|Chlorocebus_sabaeus_CM001970.1_1119841_1120330_-1_305   17
lcl|Chlorocebus_sabaeus_CM001945.1_31046493_31057736_1_9079   7
lcl|Chlorocebus_sabaeus_CM001944.1_44663942_44667835_1_1386   5
lcl|Chlorocebus_sabaeus_CM001948.1_41645634_41646139_1_53   1
lcl|Chlorocebus_sabaeus_CM001970.1_1052562_1053526_1_803   17
lcl|Chlorocebus_sabaeus_CM001945.1_31121830_31128287_1_3439   5
lcl|Chlorocebus_sabaeus_CM001970.1_1093337_1095008_-1_971   31
lcl|Chlorocebus_sabaeus_CM001955.1_19228358_19229196_1_301   17
