Cp_mono_B_FJ2WY_00672_01178   1
Cp_mono_E_FJ2WY_00841_01953   1
Cp_mono_B_FJ2WY_00151_01627   1
Cp_mono_B_FJ2WY_00416_02725   1
Cp_mono_B_FJ2WY_01806_03053   1
Cp_mono_B_FJ2WY_00416_02727   1
Cp_mono_C_FJ2WY_01621_01740   2
Cp_mono_B_FJ2WY_01299_00735   1
Cp_mono_B_FJ2WY_00893_02489   1
Cp_mono_E_FJ2WY_01352_02413   1
Cp_mono_B_FJ2WY_00606_00507   1
Cp_mono_B_FJ2WY_00741_02964   1
Cp_mono_B_FJ2WY_00007_00868   1
Cp_mono_B_FJ2WY_00741_02969   1
Cp_mono_B_FJ2WY_01175_01219   1
Cp_mono_B_FJ2WY_00927_01315   1
Cp_mono_B_FJ2WY_01223_00677   1
Cp_mono_B_FJ2WY_00305_01833   1
Cp_mono_C_FJ2WY_01181_00625   2
Cp_mono_B_FJ2WY_01725_01613   1
Cp_mono_B_FJ2WY_01725_01610   1
Cp_mono_B_FJ2WY_00720_01390   1
Cp_mono_B_FJ2WY_01489_01276   1
Cp_mono_A_FJ2WY_00539_01566   3
Cp_mono_B_FJ2WY_00117_00879   1
Cp_mono_B_FJ2WY_02106_01903   1
Cp_mono_B_FJ2WY_00458_01007   1
Cp_mono_B_FJ2WY_01485_01639   1
Cp_mono_B_FJ2WY_00957_00417   1
Cp_mono_B_FJ2WY_00048_00921   25
Cp_mono_B_FJ2WY_00303_01867   1
Cp_mono_E_FJ2WY_01517_02217   1
Cp_mono_B_FJ2WY_00918_01021   1
Cp_mono_B_FJ2WY_00367_01738   1
Cp_mono_B_FJ2WY_00648_01606   1
Cp_mono_B_FJ2WY_01302_03299   1
Cp_mono_B_FJ2WY_02110_01361   1
Cp_mono_B_FJ2WY_01302_03296   1
Cp_mono_C_FJ2WY_00424_01764   2
Cp_mono_B_FJ2WY_01529_00278   1
Cp_mono_C_FJ2WY_00424_01761   2
Cp_mono_B_FJ2WY_00858_02233   111
Cp_mono_E_FJ2WY_00498_02804   1
Cp_mono_B_FJ2WY_01433_03371   1
Cp_mono_B_FJ2WY_00905_00569   1
Cp_mono_C_FJ2WY_00877_03063   2
Cp_mono_B_FJ2WY_01147_01867   1
Cp_mono_E_FJ2WY_00794_03091   1
Cp_mono_B_FJ2WY_00651_01991   1
Cp_mono_B_FJ2WY_00558_00182   1
Cp_mono_B_FJ2WY_00240_01865   1
Cp_mono_B_FJ2WY_01371_00265   1
Cp_mono_B_FJ2WY_00417_00363   1
Cp_mono_B_FJ2WY_00428_00969   1
Cp_mono_B_FJ2WY_00745_00896   1
Cp_mono_C_FJ2WY_01141_01570   2
